Date,AAPL,TSLA,MSFT,META,AMZN
5/17/2023 16:00:00,172.69,173.86,314,242.49,115.5
5/18/2023 16:00:00,175.05,176.89,318.52,246.85,118.15
5/19/2023 16:00:00,175.16,180.14,318.34,245.64,116.25
5/22/2023 16:00:00,174.2,188.87,321.18,248.32,115.01
5/23/2023 16:00:00,171.56,185.77,315.26,246.74,114.99
5/24/2023 16:00:00,171.84,182.9,313.85,249.21,116.75
5/25/2023 16:00:00,172.99,184.47,325.92,252.69,115
5/26/2023 16:00:00,175.43,193.17,332.89,262.04,120.11
5/30/2023 16:00:00,177.3,201.16,331.21,262.52,121.66
5/31/2023 16:00:00,177.25,203.93,328.39,264.72,120.58
6/1/2023 16:00:00,180.09,207.52,332.58,272.61,122.77
6/2/2023 16:00:00,180.95,213.97,335.4,272.61,124.25
6/5/2023 16:00:00,179.58,217.61,335.94,271.39,125.3
6/6/2023 16:00:00,179.21,221.31,333.68,271.12,126.61
6/7/2023 16:00:00,177.82,224.57,323.38,263.6,121.23
6/8/2023 16:00:00,180.57,234.86,325.26,264.58,124.25
6/9/2023 16:00:00,180.96,244.4,326.79,264.95,123.43
6/12/2023 16:00:00,183.79,249.83,331.85,271.05,126.57
6/13/2023 16:00:00,183.31,258.71,334.29,271.32,126.66
6/14/2023 16:00:00,183.95,256.79,337.34,273.35,126.42
6/15/2023 16:00:00,186.01,255.9,348.1,281.83,127.11
6/16/2023 16:00:00,184.92,260.54,342.33,281,125.49
6/20/2023 16:00:00,185.01,274.45,338.05,284.33,125.78
6/21/2023 16:00:00,183.96,259.46,333.56,281.64,124.83
6/22/2023 16:00:00,187,264.61,339.71,284.88,130.15
6/23/2023 16:00:00,186.68,256.6,335.02,288.73,129.33
6/26/2023 16:00:00,185.27,241.05,328.6,278.47,127.33
6/27/2023 16:00:00,188.06,250.21,334.57,287.05,129.18
6/28/2023 16:00:00,189.25,256.24,335.85,285.29,129.04
6/29/2023 16:00:00,189.59,257.5,335.05,281.53,127.9
6/30/2023 16:00:00,193.97,261.77,340.54,286.98,130.36
7/3/2023 13:05:00,192.46,279.82,337.99,286.02,130.22
7/5/2023 16:00:00,191.33,282.48,338.15,294.37,130.38
7/6/2023 16:00:00,191.81,276.54,341.27,291.99,128.36
7/7/2023 16:00:00,190.68,274.43,337.22,290.53,129.78
7/10/2023 16:00:00,188.61,269.61,331.83,294.1,127.13
7/11/2023 16:00:00,188.08,269.79,332.47,298.29,128.78
7/12/2023 16:00:00,189.77,271.99,337.2,309.34,130.8
7/13/2023 16:00:00,190.54,277.9,342.66,313.41,134.3
7/14/2023 16:00:00,190.69,281.38,345.24,308.87,134.68
7/17/2023 16:00:00,193.99,290.38,345.73,310.62,133.56
7/18/2023 16:00:00,193.73,293.34,359.49,312.05,132.83
7/19/2023 16:00:00,195.1,291.26,355.08,316.01,135.36
7/20/2023 16:00:00,193.13,262.9,346.87,302.52,129.96
7/21/2023 16:00:00,191.94,260.02,343.77,294.26,130
7/24/2023 16:00:00,192.75,269.06,345.11,291.61,128.8
7/25/2023 16:00:00,193.62,265.28,350.98,294.47,129.13
7/26/2023 16:00:00,194.5,264.35,337.77,298.57,128.15
7/27/2023 16:00:00,193.22,255.71,330.72,311.71,128.25
7/28/2023 16:00:00,195.83,266.44,338.37,325.48,132.21
7/31/2023 16:00:00,196.45,267.43,335.92,318.6,133.68
8/1/2023 16:00:00,195.61,261.07,336.34,322.71,131.69
8/2/2023 16:00:00,192.58,254.11,327.5,314.31,128.21
8/3/2023 16:00:00,191.17,259.32,326.66,313.19,128.91
8/4/2023 16:00:00,181.99,253.86,327.78,310.73,139.57
8/7/2023 16:00:00,178.85,251.45,330.11,316.56,142.22
8/8/2023 16:00:00,179.8,249.7,326.05,312.64,139.94
8/9/2023 16:00:00,178.19,242.19,322.23,305.21,137.85
8/10/2023 16:00:00,177.97,245.34,322.93,305.74,138.56
8/11/2023 16:00:00,177.79,242.65,321.01,301.64,138.41
8/14/2023 16:00:00,179.46,239.76,324.04,306.19,140.57
8/15/2023 16:00:00,177.45,232.96,321.86,301.95,137.67
8/16/2023 16:00:00,176.57,225.6,320.4,294.29,135.07
8/17/2023 16:00:00,174,219.22,316.88,285.09,133.98
8/18/2023 16:00:00,174.49,215.49,316.48,283.25,133.22
8/21/2023 16:00:00,175.84,231.28,321.88,289.9,134.68
8/22/2023 16:00:00,177.23,233.19,322.46,287.6,134.25
8/23/2023 16:00:00,181.12,236.86,327,294.24,135.52
8/24/2023 16:00:00,176.38,230.04,319.97,286.75,131.84
8/25/2023 16:00:00,178.61,238.59,322.98,285.5,133.26
8/28/2023 16:00:00,180.19,238.82,323.7,290.26,133.14
8/29/2023 16:00:00,184.12,257.18,328.41,297.99,134.91
8/30/2023 16:00:00,187.65,256.9,328.79,295.1,135.07
8/31/2023 16:00:00,187.87,258.08,327.76,295.89,138.01
