name,domination_number,total_domination_number,connected_domination_number,semitotal_domination_number,independence_number,power_domination_number,zero_forcing_number,total_zero_forcing_number,connected_zero_forcing_number,diameter,radius,order,size,independent_domination_number,chromatic_number,matching_number,min_maximal_matching_number,triameter,randic_index,harmonic_index,sum_connectivity_index,min_degree,max_degree,clique_number,residue,annihilation_number,sub_total_domination_number,slater,k_slater_index,wiener_index,vertex_cover_number,k_residual_index,connected_graph,tree_graph,connected_graph_with_min_degree_at_least_2,connected_graph_with_min_degree_at_least_3,connected_graph_with_min_degree_at_least_4,connected_and_bipartite_graph,eulerian_graph,connected_and_planar_graph,connected_and_regular_graph,connected_and_cubic_graph,connected_graph_which_is_not_k_n,connected_and_triangle_free_graph,connected_and_at_free_graph,connected_and_claw_free_graph,connected_graph_with_maximum_degree_at_most_3,connected_graph_which_is_not_k_n_and_has_maximum_degree_at_most_3,connected_claw_free_and_cubic_graph,connected_planar_and_cubic_graph,connected_and_cubic_graph_which_is_not_k_4,connected_and_well_covered_graph,connected_graph_with_diameter_at_most_3,connected_and_planar_graph_with_diameter_at_most_3,connected_and_chordal_graph,connected_and_bipartite_graph_with_min_degree_at_least_2,connected_and_bipartite_graph_with_min_degree_at_least_3,connected_and_bipartite_graph_with_min_degree_at_least_4,connected_and_planar_graph_with_min_degree_at_least_2,connected_and_planar_graph_with_min_degree_at_least_3,connected_and_planar_graph_with_min_degree_at_least_4,connected_graph_which_is_not_k_n_with_min_degree_at_least_2,connected_graph_which_is_not_k_n_with_min_degree_at_least_3,connected_graph_which_is_not_k_n_with_min_degree_at_least_4,connected_and_triangle_free_graph_with_min_degree_at_least_2,connected_and_triangle_free_graph_with_min_degree_at_least_3,connected_and_triangle_free_graph_with_min_degree_at_least_4,connected_and_at_free_graph_with_min_degree_at_least_2,connected_and_at_free_graph_with_min_degree_at_least_3,connected_and_at_free_graph_with_min_degree_at_least_4,connected_and_claw_free_graph_with_min_degree_at_least_2,connected_and_claw_free_graph_with_min_degree_at_least_3,connected_and_claw_free_graph_with_min_degree_at_least_4,connected_graph_with_min_degree_at_least_2_and_maximum_degree_at_most_3,connected_and_chordal_graph_with_min_degree_at_least_2,connected_and_chordal_graph_with_min_degree_at_least_3,connected_and_diamond_free_graph,connected_cubic_and_diamond_free_graph,connected_and_bull_free_graph,positive_semidefinite_zero_forcing_number,graph_energy,square_positive_energy,a_block_graph,second_largest_eigenvalue,outer_connected_domination_number,edge_domination_number,roman_domination_number,double_roman_domination_number,two_rainbow_domination_number,three_rainbow_domination_number,connected_graph_line_graph
cubic8,3,3,3,4,3,2,4,4,4,2,2,8,12,3,3,4,3,6,4.0,4.0,4.898979485566357,3,3,2,2,4,3,2,2,44.0,5,2,True,False,True,True,False,False,False,False,True,True,True,True,False,False,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True,4,12,11.0,False,1,3,3,5.0,8.0,4,5,False
cubic36,4,4,6,7,5,2,5,5,5,4,4,12,18,4,3,6,4,10,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,2,152.0,7,3,True,False,True,True,False,False,False,False,True,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,4,16,19.0,False,3,4,4,7.0,10.0,6,7,False
MathematicaGraph3426,3,3,3,6,3,1,2,3,3,4,2,6,5,3,2,3,2,10,2.808060412490447,2.6333333333333333,2.549127729379168,1,3,2,3,4,3,2,2,31.0,3,1,True,True,False,False,False,True,False,True,False,False,True,True,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,7,5.0,True,1,3,2,4.0,7.0,4,5,False
MathematicaGraph1557,3,4,4,9,7,3,4,7,7,4,2,10,9,3,2,3,3,12,4.464101615137755,4.0,4.224744871391589,1,3,2,4,7,4,3,1,117.0,3,3,True,True,False,False,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,10,9.0,True,1,7,3,6.0,9.0,7,7,False
cubic107,4,4,5,7,5,2,5,5,5,3,3,12,18,4,3,6,4,8,6.0,6.0,7.348469228349535,3,3,2,3,6,4,3,2,126.0,7,3,True,False,True,True,False,False,False,False,True,True,True,True,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True,5,19,17.0,False,2,4,4,7.0,11.0,6,8,False
G13,2,2,2,4,3,1,2,2,2,3,2,5,5,2,2,2,2,6,2.393846850117352,2.3,2.394427190999916,1,3,2,2,3,2,2,1,16.0,2,2,True,False,False,False,False,True,False,True,False,False,True,True,True,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,2,6,5.0,False,1,2,2,3.0,5.0,3,4,False
MathematicaGraph7551,2,3,3,6,5,1,3,4,4,4,2,7,6,2,2,2,2,10,3.060660171779821,2.7,2.8272393461533625,1,4,2,4,5,3,2,1,46.0,2,2,True,True,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,7,6.0,True,1,5,2,4.0,6.0,5,6,False
MathematicaGraph7579,4,5,6,8,5,1,2,3,3,6,3,9,8,4,2,4,3,16,4.346065214951231,4.2,4.073691594068752,1,3,2,4,5,4,3,2,104.0,4,2,True,True,False,False,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,11,8.0,True,2,6,3,6.0,10.0,5,8,False
MathematicaGraph7586,3,5,5,7,6,1,3,4,4,6,3,9,8,3,2,3,3,14,4.121320343559642,3.8,3.8656243103068935,1,4,2,4,6,4,3,1,96.0,3,2,True,True,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,9,8.0,True,1,6,3,6.0,9.0,6,8,False
MathematicaGraph7592,4,4,5,8,5,2,3,5,5,6,3,9,8,4,2,4,2,14,4.201907262607799,3.9333333333333336,3.9435549203790834,1,3,2,4,6,4,3,2,100.0,4,2,True,True,False,False,False,True,False,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,10,8.0,True,2,6,2,6.0,10.0,6,7,False
MathematicaGraph3496,2,4,4,13,11,2,9,11,12,5,3,14,13,2,2,3,2,12,5.159833173828257,3.8571428571428568,4.986751511278819,1,6,2,10,11,3,2,1,275.0,3,2,True,True,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,12,13.0,True,2,12,2,4.0,6.0,12,12,False
cubic92,3,4,6,6,4,2,4,4,4,3,3,12,18,3,3,6,4,9,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,1,138.0,8,2,True,False,True,True,False,False,False,True,True,True,True,False,False,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,True,False,4,18,21.0,False,2,4,4,6.0,9.0,6,8,False
cubic86,4,5,5,7,5,2,5,5,5,3,3,12,18,4,3,6,4,8,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,2,134.0,7,3,True,False,True,True,False,False,False,False,True,True,True,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,3,18,19.0,False,2,4,4,7.0,10.0,6,7,False
MathematicaGraph7394,1,2,1,10,9,1,8,9,9,2,1,10,9,1,2,1,1,6,3.0,1.8,2.846049894151541,1,9,2,9,9,2,1,1,81.0,1,1,True,True,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,6,9.0,True,0,9,1,2.0,3.0,9,9,False
cubic51,3,5,6,6,5,2,4,4,4,4,4,12,18,3,3,6,4,9,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,1,152.0,7,3,True,False,True,True,False,False,False,True,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,4,18,21.0,False,3,3,4,6.0,9.0,6,8,False
cubic45,3,4,6,6,5,2,4,4,4,4,3,12,18,3,3,6,4,9,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,1,148.0,7,3,True,False,True,True,False,False,False,True,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,4,18,21.0,False,3,3,4,6.0,9.0,6,8,False
cubic79,4,5,5,7,5,2,4,4,4,3,3,12,18,4,3,6,4,8,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,2,131.0,7,3,True,False,True,True,False,False,False,False,True,True,True,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,4,18,18.0,False,2,4,4,7.0,10.0,6,8,False
cubic78,4,5,5,6,5,2,4,4,4,3,3,12,18,4,3,6,4,8,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,2,134.0,7,3,True,False,True,True,False,False,False,False,True,True,True,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,4,18,19.0,False,2,4,4,7.0,10.0,6,8,False
cubic44,4,4,5,6,5,2,5,5,5,4,3,12,18,4,3,6,4,10,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,2,145.0,7,3,True,False,True,True,False,False,False,False,True,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,5,17,19.0,False,3,4,4,7.0,11.0,6,7,False
cubic50,3,6,6,6,5,2,5,6,6,5,3,12,18,3,3,6,4,11,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,1,158.0,7,3,True,False,True,True,False,False,False,True,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,5,19,21.0,False,3,4,4,6.0,9.0,6,8,False
MathematicaGraph7395,1,2,1,11,10,1,9,10,10,2,1,11,10,1,2,1,1,6,3.1622776601683795,1.8181818181818183,3.0151134457776365,1,10,2,10,10,2,1,1,100.0,1,1,True,True,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,6,10.0,True,0,10,1,2.0,3.0,10,10,False
cubic87,4,5,5,7,5,2,4,4,4,3,3,12,18,4,3,6,4,8,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,2,131.0,7,3,True,False,True,True,False,False,False,False,True,True,True,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,4,19,18.0,False,2,4,4,7.0,10.0,6,7,False
cubic93,3,5,5,7,5,2,5,5,5,3,3,12,18,3,3,6,4,9,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,1,129.0,7,3,True,False,True,True,False,False,False,False,True,True,True,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,4,19,18.0,False,2,4,4,6.0,9.0,6,8,False
dodecahedron15,4,5,7,8,6,2,4,4,4,4,4,14,21,4,3,7,5,9,7.0,7.0,8.573214099741124,3,3,2,4,7,5,4,1,217.0,8,3,True,False,True,True,False,False,False,True,True,True,True,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True,4,20,21.0,False,2,4,5,8.0,12.0,7,8,False
MathematicaGraph7593,3,4,4,8,6,2,4,6,6,5,3,9,8,3,2,3,2,12,3.954507021897173,3.5,3.721666537153279,1,4,2,5,6,3,2,2,94.0,3,2,True,True,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,9,8.0,True,2,6,2,5.0,8.0,7,7,False
MathematicaGraph7587,3,4,4,8,6,2,3,5,5,5,3,9,8,4,2,3,2,12,4.0040358447538855,3.585714285714286,3.757990223662632,1,4,2,5,6,3,2,2,90.0,3,2,True,True,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,9,8.0,True,1,6,2,6.0,9.0,6,8,False
MathematicaGraph7578,3,4,5,8,5,2,2,4,4,6,3,9,8,4,2,4,2,14,4.180739212552622,3.9,3.932812155153447,1,3,2,4,6,4,3,1,102.0,4,2,True,True,False,False,False,True,False,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,10,8.0,True,2,6,2,6.0,9.0,6,8,False
MathematicaGraph7550,2,2,2,7,5,2,3,5,5,3,2,7,6,3,2,2,1,8,2.9433756729740645,2.4857142857142858,2.719605259509101,1,4,2,5,5,2,2,1,42.0,2,1,True,True,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,7,6.0,True,1,5,1,4.0,6.0,5,6,False
MathematicaGraph7552,3,3,3,7,4,1,3,4,4,4,2,7,6,3,2,3,2,10,3.1213203435596424,2.8,2.865624310306893,1,4,2,4,5,3,2,2,44.0,3,1,True,True,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,8,6.0,True,1,4,2,4.0,7.0,5,6,False
MathematicaGraph7591,3,4,5,8,5,2,3,5,6,6,3,9,8,3,2,4,2,14,4.163902460147014,3.866666666666666,3.9189910556895,1,3,2,4,6,4,3,1,104.0,4,2,True,True,False,False,False,True,False,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,10,8.0,True,2,6,2,5.0,8.0,6,7,False
MathematicaGraph7585,3,5,5,8,5,2,2,4,4,5,3,9,8,3,2,4,3,14,4.218744015013406,3.966666666666667,3.957376019843031,1,3,2,4,6,4,3,1,96.0,4,2,True,True,False,False,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,10,8.0,True,1,6,3,6.0,9.0,6,8,False
G8,1,2,1,4,3,1,2,3,3,2,1,4,3,1,2,1,1,6,1.7320508075688776,1.5,1.5,1,3,2,3,3,2,1,1,9.0,1,1,True,True,False,False,False,True,False,True,False,False,True,True,True,False,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,3,3.0,True,0,3,1,2.0,3.0,3,3,False
MathematicaGraph3495,2,4,4,11,9,2,7,9,10,5,3,12,11,2,2,3,2,12,4.710164296033339,3.738095238095238,4.521915269729359,1,5,2,8,9,3,2,1,194.0,3,2,True,True,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,11,11.0,True,2,10,2,4.0,6.0,10,10,False
cubic85,3,5,5,6,5,2,4,4,4,3,3,12,18,3,3,6,4,9,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,1,134.0,7,3,True,False,True,True,False,False,False,False,True,True,True,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,4,19,19.0,False,2,3,4,6.0,9.0,6,8,False
cubic91,3,5,5,6,5,2,4,4,4,3,3,12,18,3,3,6,4,9,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,1,135.0,7,3,True,False,True,True,False,False,False,False,True,True,True,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,4,19,20.0,False,2,3,4,6.0,9.0,6,8,False
cubic46,4,5,6,6,4,2,4,5,6,5,3,12,18,4,3,6,4,11,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,2,160.0,8,2,True,False,True,True,False,False,False,True,True,True,True,False,False,False,True,True,False,True,True,True,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,4,18,21.0,False,3,4,4,7.0,10.0,6,8,False
MathematicaGraph7397,1,2,1,13,12,1,11,12,12,2,1,13,12,1,2,1,1,6,3.464101615137756,1.8461538461538465,3.328201177351375,1,12,2,12,12,2,1,1,144.0,1,1,True,True,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,7,12.0,True,0,12,1,2.0,3.0,12,12,False
cubic52,3,5,5,6,5,2,5,5,5,4,3,12,18,3,3,6,4,9,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,1,147.0,7,3,True,False,True,True,False,False,False,True,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,5,18,19.0,False,3,3,4,6.0,9.0,6,8,False
cubic53,3,5,6,6,4,2,5,5,5,4,3,12,18,3,3,6,4,9,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,1,143.0,8,2,True,False,True,True,False,False,False,True,True,True,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,4,19,21.0,False,3,3,4,6.0,9.0,6,8,False
MathematicaGraph7396,1,2,1,12,11,1,10,11,11,2,1,12,11,1,2,1,1,6,3.3166247903554,1.8333333333333333,3.175426480542942,1,11,2,11,11,2,1,1,121.0,1,1,True,True,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,7,11.0,True,0,11,1,2.0,3.0,11,11,False
cubic47,4,5,5,6,5,2,5,5,5,4,3,12,18,4,3,6,4,9,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,2,141.0,7,3,True,False,True,True,False,False,False,False,True,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,5,18,19.0,False,3,4,4,7.0,10.0,6,8,False
F_small_F2_HaHeHe,4,4,6,7,5,1,3,3,3,5,3,10,11,4,3,5,4,11,4.914213562373095,4.833333333333333,5.1329931618554525,2,4,2,4,5,4,3,2,110.0,5,2,True,False,True,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,3,13,11.0,False,2,6,4,6.0,10.0,5,9,False
cubic90,3,5,5,6,5,2,5,5,5,3,3,12,18,3,3,6,4,9,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,1,133.0,7,3,True,False,True,True,False,False,False,False,True,True,True,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,4,19,19.0,False,2,3,4,6.0,9.0,6,8,False
cubic84,4,4,5,7,5,2,4,4,4,4,3,12,18,4,3,6,4,9,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,2,136.0,7,3,True,False,True,True,False,False,False,False,True,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,3,18,19.0,False,2,4,4,7.0,10.0,6,8,False
MathematicaGraph3494,2,4,4,9,7,2,5,7,8,5,3,10,9,2,2,3,2,12,4.207106781186548,3.566666666666667,3.9997781539274735,1,4,2,6,7,3,2,1,127.0,3,2,True,True,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,10,9.0,True,2,8,2,4.0,6.0,8,8,False
dodecahedron16,4,6,8,8,8,1,3,3,3,5,5,16,23,4,2,8,6,12,7.9663264951887856,7.933333333333333,9.545571900813233,2,3,2,5,8,6,4,1,332.0,8,3,True,False,True,False,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,3,23,23.0,False,2,4,6,8.0,12.0,8,10,False
G9,2,3,3,4,2,1,2,2,2,2,2,5,5,2,3,2,2,5,2.5,2.5,2.5,2,2,2,2,2,3,2,1,15.0,3,1,True,False,True,False,False,False,True,True,True,False,True,True,True,True,True,True,False,False,False,True,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,2,6,5.0,False,1,3,2,4.0,6.0,3,5,True
"the_wounded_spider_S(6,3)",4,4,4,10,6,1,5,6,6,4,2,10,9,4,2,4,3,12,4.212090618735671,3.6071428571428568,3.92660439837638,1,6,2,6,7,3,2,2,102.0,4,1,True,True,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,10,9.0,True,1,6,3,5.0,9.0,7,9,False
MathematicaGraph7584,3,4,4,8,6,2,3,5,5,5,3,9,8,3,2,3,2,12,3.9813804754348494,3.552380952380952,3.744169124198685,1,4,2,5,6,3,2,2,92.0,3,2,True,True,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,9,8.0,True,2,6,2,5.0,8.0,6,8,False
MathematicaGraph7590,2,3,3,8,7,1,5,6,6,4,2,9,8,2,2,2,2,10,3.537023368100676,2.845238095238095,3.320726024829036,1,6,2,6,7,3,2,1,80.0,2,2,True,True,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,8,8.0,True,1,7,2,4.0,6.0,7,8,False
MathematicaGraph7547,2,3,3,5,4,1,2,3,3,4,2,6,5,2,2,2,2,10,2.770055610029662,2.5666666666666664,2.524563864689584,1,3,2,3,4,3,2,1,32.0,2,2,True,True,False,False,False,True,False,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,6,5.0,True,1,4,2,4.0,6.0,4,5,False
MathematicaGraph7553,3,4,4,6,4,1,2,3,3,5,3,7,6,3,2,3,2,12,3.308060412490447,3.1333333333333333,3.049127729379168,1,3,2,3,4,3,2,2,50.0,3,2,True,True,False,False,False,True,False,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,8,6.0,True,1,4,2,5.0,8.0,5,6,False
MathematicaGraph7557,3,4,5,7,4,1,2,3,3,6,3,8,7,3,2,4,2,14,3.808060412490447,3.633333333333333,3.549127729379168,1,3,2,4,5,4,3,1,76.0,4,1,True,True,False,False,False,True,False,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,9,7.0,True,1,5,2,5.0,8.0,5,7,False
MathematicaGraph7594,4,4,4,9,5,2,3,5,5,5,3,9,8,4,2,4,2,12,4.091422815075581,3.733333333333333,3.84106044561731,1,3,2,4,6,3,3,2,92.0,4,2,True,True,False,False,False,True,False,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,10,8.0,True,2,5,2,6.0,10.0,6,7,False
MathematicaGraph7580,3,4,5,8,5,1,3,4,4,6,3,9,8,3,2,4,2,14,4.121320343559642,3.8,3.8656243103068935,1,4,2,4,6,4,3,1,98.0,4,2,True,True,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,10,8.0,True,2,6,2,5.0,8.0,6,8,False
MathematicaGraph7609,2,4,4,8,6,2,4,6,7,5,3,9,8,2,2,3,2,12,3.916502219436389,3.4333333333333336,3.697102672463695,1,4,2,5,6,3,2,1,98.0,3,2,True,True,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1,9,8.0,True,2,7,2,4.0,6.0,7,7,False
F_2conn_example_HaHeHe,8,8,11,12,8,4,6,8,10,7,6,20,24,8,3,10,6,15,9.865305980755142,9.733333333333334,10.788410689854778,2,3,2,6,12,7,5,2,680.0,12,2,True,False,True,False,False,False,False,True,False,False,True,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,4,27,23.0,False,2,16,6,12.0,20.0,12,16,False
cubic80,3,5,5,7,5,2,4,4,4,4,3,12,18,3,3,6,4,9,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,1,133.0,7,3,True,False,True,True,False,False,False,False,True,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,4,19,19.0,False,2,3,4,6.0,9.0,6,8,False
cubic94,3,5,6,6,5,2,5,5,5,3,3,12,18,3,3,6,4,9,6.0,6.0,7.348469228349535,3,3,3,3,6,4,3,1,135.0,7,3,True,False,True,True,False,False,False,False,True,True,True,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,3,19,20.0,False,2,3,4,6.0,9.0,6,8,False
